,problems,keywords,urls,contents,target,,
586,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,"DEC16, 2014",valid,,
587,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,"JAN04, 2015",valid,,
588,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,"MAY15, 2015",valid,,
589,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,"AUG15, 2015",valid,,
590,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,"SEP21, 2015",valid,,
591,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,"SEP23, 2015",valid,,
592,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,Mission,valid,,
593,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,Make Banking Betterfor All ,valid,,
594,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,Vision,valid,,
595,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,Connect and Empowerwith Fintech ,valid,,
596,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,Values,valid,,
597,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,IntegrityCollaborationInnovation,valid,,
598,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,2016,valid,,
599,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,2015,valid,,
600,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,1) Official WeChat Account,valid,,
601,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,æ?«ç ?å?³æ³¨æ??æ??å¼?å¾®ä¿¡æ??ç´¢â??å¾®ä¼?é?¶è¡?WeBankâ??,valid,,
602,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,2) Service Hotline,valid,,
603,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,4009998800,valid,,
604,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,3) Business Collaboration,valid,,
605,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,email: bd@webank.com,valid,,
606,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,95384,valid,,
607,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,*Order of partners listed is random,valid,,
608,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,"WeBank became China's first digital bank in December 2014 upon receiving its bankinglicense. The bank is backed by reputable companies such as Tencent, Baiyeyuanand Liye Group among others.",valid,,
609,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,"WeBank strictly adheres to China's legal and regulatory policies, treating compliant operationsand stable development as underpinning pillars of the business.",valid,,
610,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,WeBank is devoted to offering underbanked individuals and SMEs with a variety of convenientand high-quality financial services.,valid,,
611,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,Tencent,valid,,
612,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,Baiyeyuan,valid,,
613,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,Liye Group,valid,,
614,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,David Ku (Chairman &amp, CEO),valid,
615,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,Nanqing Li (President),valid,,
616,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,Tom Wan (Chief Supervisor),valid,,
617,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,WeBank Officially Launches,valid,,
618,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,"WeBank obtains the banking license from CBRC on December 16, 2014",valid,,
619,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,,valid,,
620,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,Premier Li Keqiang visits WeBank,valid,,
621,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,Premier Li visits WeBank and witnesses the issuance of WeBank's 1st loan,valid,,
622,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,Weilidai Launches on QQ,valid,,
623,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,"WeBank launches its first product, Weilidai, on QQ",valid,,
624,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,WeBank App Launches,valid,,
625,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,"WeBank launches its easy-to-use mobile app, WeBank App",valid,,
626,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,Weilidai Launches on WeChat,valid,,
627,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,WeBank launches Weilidai on WeChat,valid,,
628,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,Weichedai Auto Loan Launches,valid,,
629,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,"WeBank launches Weichedai, its first B2B2C product",valid,,
630,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,"DEC16, 2014",valid,,
631,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,"JAN04, 2015",valid,,
632,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,"MAY15, 2015",valid,,
633,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,"AUG15, 2015",valid,,
634,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,"SEP21, 2015",valid,,
635,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,"SEP23, 2015",valid,,
636,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,Mission,valid,,
637,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,Make Banking Betterfor All ,valid,,
638,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,Vision,valid,,
639,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,Connect and Empowerwith Fintech ,valid,,
640,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,Values,valid,,
641,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,IntegrityCollaborationInnovation,valid,,
642,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,2016,valid,,
643,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,2015,valid,,
644,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,1) Official WeChat Account,valid,,
645,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,æ?«ç ?å?³æ³¨æ??æ??å¼?å¾®ä¿¡æ??ç´¢â??å¾®ä¼?é?¶è¡?WeBankâ??,valid,,
646,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,2) Service Hotline,valid,,
647,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,4009998800,valid,,
648,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,3) Business Collaboration,valid,,
649,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Webank, China, Technology, virtual bank, webank financials, webank customers, revenue growth, webank founders",https://www.webank.com/en/aboutus/about.html,email: bd@webank.com,valid,,
