,q,context,distance,target
663,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,Published,0.0,valid
664,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,on,0.0,valid
665,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,By,0.0,valid
666,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,Shenzhen-based WeBank is applying artificial-intelligence techniques to data from satellite imagery to develop indexes and other investment tools related to environmental risks among Chinese companies.,0.845771144278607,invalid
667,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"A.I. has a wide application in asset management, said Wu Haishan, deputy general manager at WeBanks A.I. department. With investment firms around the world pouring money into developing ESG products (to control environmental, social and governance risks), WeBank sees a big opportunity to provide insights on top of China-related data sets.",0.8833819241982508,invalid
668,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"One targeted customer base are local banks that are building out their wealth-management teams, a new trend following recent legal changes in China. Another is the countrys growing asset-management industry.",0.8653846153846154,invalid
669,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Foreign asset managers and banks are also potential customers. WeBanks parent, Tencent, is in talks with BlackRock to introduce some of its investment tech, such as risk-management system Aladdin, to the local market (or develop something like Aladdin for local fund houses). Ant Financial, meanwhile, has struck a relationship with Vanguard to grow the local market for index funds and exchange-traded funds.",0.9097560975609756,invalid
670,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"These are just examples of global investment firms eager to access the mainland China market, but Wu says any foreign shop using quantitative strategies to trade Chinese securities will be interested. He made these remarks via a translator at a conference on digital banking organized by SZ&amp;W Group.",0.8745874587458746,invalid
671,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"The WeBank ESG offer involves several capabilities, including adopting natural language processing to analyze corporate reports and financial statements. Another is to embed alternative data, which can include information gleaned from online retail sites and social media. WeBank has gone a step further, though, in how it collects data: it has its own fleet of small satellites that monitor China from space.",0.9144254278728606,invalid
672,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Together these sources are generating immediate insights into commodities, business development, and environmental changes.",0.8211382113821138,invalid
673,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,Our idea was to put algos on the chips and put them into orbit,0.6774193548387097,invalid
674,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"New regulations require listed companies report their environmental impact, and that investors take these into account. But there are no data sets available in China, Wu said. Satellite data lets us see a companys operation.",0.8558951965065502,invalid
675,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Microsatellites are now cheap, priced at below $100, and dozens can be released in low orbit with a single rocket launch. They can use infrared or radar to look through cloud cover. Wu notes there is an entire industry of tech companies in the U.S. doing this, but commercial satellites are new to China.",0.8848684210526316,invalid
676,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Such imagery has many uses for financial measurements and analysis. The data comes much more immediately than a financial report, and can reveal a company or citys economic vitality. This in turn can be factored into a companys risk model, and gives analysts a view into privately held companies too.",0.9072847682119205,invalid
677,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"For example, counting cars in a parking lot, activity around oil storage tanks, and the impact of a new factory on nearby crop growth are all possible with satellite images.",0.8439306358381503,invalid
678,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,WeBank is trying to compete against U.S. satellite rivals by embedding chips on the satellites themselves that can carry out machine-learning processes.,0.8223684210526316,invalid
679,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Our idea was to put algos on the chips and put them into orbit, Wu said. This should make data processing and analytics faster. This involves technical challenges, such as how to enable chips to operate at low energy levels, and Wu says this remains a work in progress.",0.8892988929889298,invalid
680,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"The raw data may not reveal much, so WeBank is applying algorithms to interpret changes and compare it to other sources of data. This can generate predictions, such as for crop yields, oil prices, prosperity and demand at a corporate or local level, and risks for certain industries, such as how much pollution a companys factories emit.",0.9171597633136095,invalid
681,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"The biggest opportunity may be for measuring environmental risks for investors with ESG mandates. WeBank can use its data to create ESG scores for companies. In the U.S., many firms cover American and European corporates [for ESG risks] but lack data for Chinese companies, Wu said.",0.8626760563380281,invalid
682,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"So far WeBank has applied ESG metrics to 300 Chinese companies, and has found a correlation between ESG scores and their overall financial risk.",0.7847222222222222,invalid
683,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,,0.0,valid
684,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,Aussie investor VFMC builds its data capabilities,0.5714285714285714,invalid
685,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,Funds of funds come calling in crypto,0.4864864864864865,invalid
686,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,Is SMS the next frontier for consumer finance?,0.5869565217391304,invalid
687,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,AiX brings radical automation to brokering,0.5476190476190477,invalid
688,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,CredoLab closes in on Series-A raise,0.5277777777777778,invalid
689,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,Aussie investor VFMC builds its data capabilities,0.5714285714285714,invalid
690,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,The urgent digitalization of Chinas banks,0.5,invalid
691,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,Standard Chartered CDOs A.I. agenda,0.5,invalid
692,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,Register to receive DigFin's newsletter,0.5641025641025641,invalid
693,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"
Full Name

",0.25,valid
694,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"
Company

",0.19999999999999996,valid
695,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,Copyright © 2017 Digital Finance Media Limited. All rights reserved.,0.5588235294117647,invalid
696,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,or,0.0,valid
697,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"EN | ??
",0.25,valid
698,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"EN | IND
",0.2222222222222222,valid
699,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,Learn how the World Bank Group is helping countries with COVID-19 (coronavirus). Find Out ,0.6111111111111112,invalid
700,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,Browse byCountryorIndicator,0.33333333333333337,valid
701,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,1960 - 2018,0.2727272727272727,valid
702,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,CSVXMLEXCEL,0.36363636363636365,valid
703,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,Online tool for visualization and analysis,0.5952380952380952,invalid
704,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,Thematic data tables from WDI,0.3448275862068966,valid
705,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,One of the biggest merits of Kakao Bank is its price competitiveness.(Image:Kakao Bank),0.7011494252873562,invalid
706,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"SEOUL, Aug. 25 (Korea Bizwire)  Only one month after the launch of Kakao Bank, the groundbreaking financial institution still enjoys great popularity, having already attracted some 3 million account holders.
",0.799043062200957,invalid
707,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Pre-existing banks that had already entered the mobile financial space and K-Bank, the first internet bank in Korea, havent been able to draw as much attention as Kakao Bank.  ",0.8192090395480226,invalid
708,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"What is it that is making consumers so enthusiastic about Kakao Bank? Replies on SNS and on internet investment boards show the banks appeal lies in its cheap prices, modern interface, and convenience. ",0.8374384236453202,invalid
709,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"One of the biggest merits of Kakao Bank is its price competitiveness. Its overseas wire transfer fee is 10 percent of that charged by traditional banks. It also boasts low lending interest rates compared with those of other off-line banks, with its lowest credit loan rate coming in at 2.86 percent.",0.8862876254180602,invalid
710,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"The price edge comes from the low costs inherent to internet banks, which benefit from low operating expenses due to a lack of physical branches and face-to-face interaction with clients.   ",0.8526315789473684,invalid
711,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"The banks success can be, in one aspect, attributed to the use of Kakao friend characters that are very familiar and are even gaining a fandom among the public.    ",0.8303030303030303,invalid
712,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Using emoticons from Kakao Talk, Koreas number one mobile communication platform, in a strategy to deviate itself from the rigid image of conventional banks, Kakao Bank succeeded in crafting an idealistic image of a mobile-based internet bank.  
 
Park Seong Eun, a new Kakao Bank account holder, said that the main reason she opened an account was the design of the banks check cards. She has purchased many Kakao friends products out of sheer love for them, and didnt hesitate to join the bank once discovering that check cards featuring the characters would be issued.",0.9355400696864111,invalid
713,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"For other individuals, the main reason for using Kakao Bank has to do with ease of use.  From the simple act of opening an account, the focus on user-friendly service was apparent, said another new account holder.",0.863849765258216,invalid
714,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"While opening an account with a conventional bank requires numerous steps including remembering new account numbers, opening a current bank account, and processing a one-time pass word device (OTP) in sequence, the process of opening a Kakao Bank account has been simplified into entering a verification code on a bank transfer memo with 1 won transferred to the new account.     ",0.9052631578947369,invalid
715,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"When it comes to making a remittance, traditional banks online services require a financial authentication certificate and OTP, but with Kakao Bank, a fingerprint certification procedure and pressing a transfer button are all that is needed.",0.8677685950413223,invalid
716,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?," The mobile applications from traditional banks have many menus and buttons to press, but Kakao Bank is without such complicated formalities, leading straight to remittance, praised another new account holder.  ",0.8544600938967136,invalid
717,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Kakao Bank put significant efforts into improving the user interface (UI) of the mobile application before its launch, so that users are able to find significant differences in small details of the user-friendly application functions and check card designs in contrast to other banks, said Kakao Bank representative Yoon Ho-young.  ",0.8975903614457832,invalid
718,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,J.A. Kang (jakang@koreabizwire.com),0.37142857142857144,valid
719,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,Your email address will not be published. Required fields are marked *,0.6571428571428571,invalid
720,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,Name * ,0.1428571428571429,valid
721,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,Email * ,0.125,valid
722,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,Website,0.1428571428571429,valid
723,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,Comment,0.1428571428571429,valid
724,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"You may use these HTML tags and attributes:  &lt;a href="""" title=""""&gt; &lt;abbr title=""""&gt; &lt;acronym title=""""&gt; &lt;b&gt; &lt;blockquote cite=""""&gt; &lt;cite&gt; &lt;code&gt; &lt;del datetime=""""&gt; &lt;em&gt; &lt;i&gt; &lt;q cite=""""&gt; &lt;strike&gt; &lt;strong&gt; ",0.8872727272727272,invalid
725,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"



",0.75,invalid
726,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,,0.0,valid
727,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Currently you have JavaScript disabled. In order to post comments, please make sure JavaScript and Cookies are enabled, and reload the page. Click here for instructions on how to enable JavaScript in your browser.",0.863849765258216,invalid
728,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Korea Bizwire is committed to reporting on ""uniquely Korean"" stories for our readers. But we also provide enhanced coverage of useful information from all over the world if we find them of interest or relevance to our global audience. ",0.8808510638297873,invalid
729,What is webank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Kobiz Media, the parent company of this site, offers highly competent press release distribution and localization services aimed at South Korea -- increasingly important and attractive market for global businesses who want to have an upper hand in Asia Pacific region since Korea serves as a stepping-stone for forward-looking brands' future success in this lucrative markets. We wish you all good luck for extraordinary success in your businesses and life.",0.9234135667396062,invalid
